,wid,reflection_period,original_hm,cleaned_hm,modified,num_sentence,ground_truth_category,predicted_category,id,text
59116,4027,24h,I went to the gym a hit multiple personal records.,I went to the gym a hit multiple personal records.,True,1,exercise,exercise,16089,gym hit multiple person record
59242,960,3m,I won a match in a game I play.,I won a match in a game I play.,True,1,achievement,achievement,30625,game match played won
59246,960,3m,I did well on a very hard lab practical.,I did well on a very hard lab practical.,True,1,achievement,achievement,42018,hard lab practice
59250,960,3m,I bought a brand new pair of shoes after not buying any in a long time.,I bought a brand new pair of shoes after not buying any in a long time.,True,1,achievement,achievement,50387,bought brand buy pair shoes time
59258,960,3m,I watched a movie with friends that I wanted to see.,I watched a movie with friends that I wanted to see.,True,1,bonding,bonding,62247,friend movie watched
59263,960,3m,One of my best friends got married.,One of my best friends got married.,True,1,bonding,bonding,72951,friend married
59265,960,3m,I got to spend time with a lot of old friends for an entire day.,I got to spend time with a lot of old friends for an entire day.,True,1,bonding,bonding,74940,day entire friend spend time
59266,960,3m,One of my best friends got married.,One of my best friends got married.,True,1,bonding,bonding,75906,friend married
59267,960,3m,I had good food at his wedding.,I had good food at his wedding.,True,1,enjoy_the_moment,enjoy_the_moment,76899,food wedding
59407,2252,24h,I went to the barn and hung out with my horse.,I went to the barn and hung out with my horse.,True,1,affection,affection,86012,barn horse hung
59409,934,24h,"Spending the whole day with my girlfriend, I feel very comfortable around her and honestly time flees while IA'm with her","Spending the whole day with my girlfriend, I feel very comfortable around her and honestly time flees while I'm with her",False,1,affection,affection,16214,comfortable day feel flee girlfriend honest im spend time
59416,934,24h,My dog was finally able to do some tricks that I had been teaching him for weeks.,My dog was finally able to do some tricks that I had been teaching him for weeks.,True,1,affection,affection,28287,dog finally teaching trick weeks
59435,934,24h,Got my hair and my nails fixed for a wedding,Got my hair and my nails fixed for a wedding,True,1,leisure,leisure,87075,fixed hair nails wedding
59436,934,24h,Finally got some new glasses that look really well,Finally got some new glasses that look really well,True,1,achievement,achievement,88073,finally glass
59437,934,24h,Fixed a disagreement with my family that had lasted quite some time,Fixed a disagreement with my family that had lasted quite some time,True,1,affection,affection,89068,disagreement family fixed lasted time
59439,934,24h,I got an A on a really difficult exam,I got an A on a really difficult exam,True,1,achievement,achievement,93493,difficult exam
59649,2495,3m,"I stood in line at a Target 30 minutes before they opened, and was able to get a Nintendo Entertainment System Mini, that is discontinued and very sought after.","I stood in line at a Target 30 minutes before they opened, and was able to get a Nintendo Entertainment System Mini, that is discontinued and very sought after.",True,1,achievement,achievement,54622,discontinued entertaining line mini minutes nintendo sought stood system target
59650,2495,3m,"Upgraded my old phone that I had for 3 years, to a new iPhone, which is faster and has many more features.","Upgraded my old phone that I had for 3 years, to a new iPhone, which is faster and has many more features.",True,1,achievement,achievement,55617,faster features iphone phone upgrade
59653,2946,24h,Watching the All-Star game of DAC 2017.,Watching the All-Star game of DAC 2017.,True,1,leisure,leisure,17255,allstar dac game watched
59697,2046,24h,"I was very happy when I went to the gym and accomplished my goal of bench pressing at least 200 pounds, while being only 155 pounds.","I was very happy when I went to the gym and accomplished my goal of bench pressing at least 200 pounds, while being only 155 pounds.",True,1,achievement,achievement,16285,accomplished bench goal gym pounds pounds press
59707,2046,3m,"I was happy when I finally was able to find the shoes in my size, which had been out of stock for so long.","I was happy when I finally was able to find the shoes in my size, which had been out of stock for so long.",True,1,achievement,achievement,80112,finally shoes size stock
59712,4489,24h,My cat ran around the house very hyper and then slept adorably all day long.,My cat ran around the house very hyper and then slept adorably all day long.,True,1,affection,affection,16286,adorable cat day house hyper ran slept
59714,4489,24h,"I ate McNuggets from McDonalds, a treat I haven't had for a long time.","I ate McNuggets from McDonalds, a treat I haven't had for a long time.",True,1,enjoy_the_moment,enjoy_the_moment,18275,ate havent mcdonalds mcnuggets time treat
59723,2004,24h,"Running out of easy to get sugary garbage drinks, I was forced to make a cup of tea this evening and I'm enjoying it more than I thought I would.","Running out of easy to get sugary garbage drinks, I was forced to make a cup of tea this evening and I'm enjoying it more than I thought I would.",True,1,enjoy_the_moment,enjoy_the_moment,18280,cup drink easy enjoyed evening force garbage im run sugary tea
59936,2359,3m,I engaged in coitus with the wife.,I engaged in coitus with the wife.,True,1,affection,affection,45247,coitus engaged wife
59966,4068,24h,I got a new pair of shoes I had been wanting to get at the mall.,I got a new pair of shoes I had been wanting to get at the mall.,True,1,achievement,achievement,92175,mall pair shoes
60003,3399,24h,Eating Taco Bell  because I was starving!,Eating Taco Bell  because I was starving!,True,1,leisure,leisure,16358,bell eat starving tacos
60005,3399,24h,Spending time with my son,Spending time with my son,True,1,affection,affection,18347,son spend time
60007,3399,24h,being with my husband,being with my husband,True,1,affection,affection,98603,husband
60076,636,3m,Finishing up all my speech classes in my final year in university.,Finishing up all my speech classes in my final year in university.,True,1,achievement,achievement,34317,class finally finished speech university
60080,636,3m,Losing weight after dieting,Losing weight after dieting,True,1,achievement,achievement,50241,diet lose weight
60086,636,3m,Seeing improvement in my language studies.,Seeing improvement in my language studies.,True,1,achievement,achievement,60205,improved language study
60089,636,3m,Working full time on salary at my job.,Working full time on salary at my job.,True,1,achievement,achievement,69010,job salary time
60094,636,3m,Grabbing a bite to eat with a friend of mine who I haven't seen in months.,Grabbing a bite to eat with a friend of mine who I haven't seen in months.,True,1,bonding,bonding,73638,bite eat friend grabbed havent mine
60097,636,3m,Meeting up with a friend of mine who has finally come back from studying out of state.,Meeting up with a friend of mine who has finally come back from studying out of state.,True,1,bonding,bonding,76598,finally friend meet mine study
60100,636,24h,Having lunch with my family on the weekend.,Having lunch with my family on the weekend.,True,1,affection,affection,85346,family lunch weekend
60300,535,24h,ENJOY TO THE FRIENDS,ENJOY TO THE FRIENDS,True,1,bonding,bonding,16423,enjoyed friend
60314,535,3m,"I WAS VERY HAPPY BECAUSE, I GOT GOOD MARKS IN MY CLASS TEST. NOW, I AM VERY CONFIDENT THAT I WILL SCORE GOOD MARK IN MY PUBLIC EXAM.","I WAS VERY HAPPY BECAUSE, I GOT GOOD MARKS IN MY CLASS TEST. NOW, I AM VERY CONFIDENT THAT I WILL SCORE GOOD MARK IN MY PUBLIC EXAM.",True,2,achievement,achievement,40958,class confidence exam marks marks public score test
60315,535,3m,"I WAS VERY HAPPY BECAUSE, I GOT GOOD MARKS IN MY CLASS TEST. NOW, I AM VERY CONFIDENT THAT I WILL SCORE GOOD MARK IN MY PUBLIC EXAM.","I WAS VERY HAPPY BECAUSE, I GOT GOOD MARKS IN MY CLASS TEST. NOW, I AM VERY CONFIDENT THAT I WILL SCORE GOOD MARK IN MY PUBLIC EXAM.",True,2,achievement,achievement,42949,class confidence exam marks marks public score test
60316,535,3m,"I WAS VERY HAPPY BECAUSE, I GOT GOOD MARKS IN MY CLASS TEST. NOW, I AM VERY CONFIDENT THAT I WILL SCORE GOOD MARK IN MY PUBLIC EXAM.","I WAS VERY HAPPY BECAUSE, I GOT GOOD MARKS IN MY CLASS TEST. NOW, I AM VERY CONFIDENT THAT I WILL SCORE GOOD MARK IN MY PUBLIC EXAM.",True,2,achievement,achievement,44934,class confidence exam marks marks public score test
60320,535,3m,3 MONTHS BEFORE MY 4 MONTH BABY CALL MOTHER SO I AM VERY VERY HAPPY THAT MOMENT,3 MONTHS BEFORE MY 4 MONTH BABY CALL MOTHER SO I AM VERY VERY HAPPY THAT MOMENT,True,1,affection,affection,60850,baby called moment mother
60321,535,3m,3 MONTHS BEFORE MY 4 MONTH BABY CALL MOTHER SO I AM VERY VERY HAPPY THAT MOMENT,3 MONTHS BEFORE MY 4 MONTH BABY CALL MOTHER SO I AM VERY VERY HAPPY THAT MOMENT,True,1,affection,affection,61844,baby called moment mother
60322,535,3m,3 MONTHS BEFORE MY 4 MONTH BABY CALL MOTHER SO I AM VERY VERY HAPPY THAT MOMENT,3 MONTHS BEFORE MY 4 MONTH BABY CALL MOTHER SO I AM VERY VERY HAPPY THAT MOMENT,True,1,affection,affection,62838,baby called moment mother
60324,535,3m,ENJOY WITH FAMILY,ENJOY WITH FAMILY,True,1,affection,affection,64715,enjoyed family
60326,535,3m,I MARRIED 3 MONTH BEFORE SO I AM VERY HAPPY THAT MOMENT,I MARRIED 3 MONTH BEFORE SO I AM VERY HAPPY THAT MOMENT,True,1,enjoy_the_moment,enjoy_the_moment,67018,married moment
60327,535,3m,I MARRIED 3 MONTH BEFORE SO I AM VERY HAPPY THAT MOMENT,I MARRIED 3 MONTH BEFORE SO I AM VERY HAPPY THAT MOMENT,True,1,enjoy_the_moment,enjoy_the_moment,68009,married moment
60328,535,3m,I MARRIED 3 MONTH BEFORE SO I AM VERY HAPPY THAT MOMENT,I MARRIED 3 MONTH BEFORE SO I AM VERY HAPPY THAT MOMENT,True,1,enjoy_the_moment,enjoy_the_moment,68999,married moment
60337,535,24h,I WAS GONE WITH MU FRIENDS YESTERDAY..AT THAT TIME WE BOUGHT A LOT OF SNACKS...WE PLAY A LOT OF GAMES..AT THAT EVENING WE SAW A CHILDRENS.WE WERE VERY CUTE..I ENJOYED THIS MOMENT,I WAS GONE WITH MU FRIENDS YESTERDAY..AT THAT TIME WE BOUGHT A LOT OF SNACKS...WE PLAY A LOT OF GAMES..AT THAT EVENING WE SAW A CHILDRENS.WE WERE VERY CUTE..I ENJOYED THIS MOMENT,True,1,bonding,bonding,81377,bought childrenswe cutei enjoyed evening friend gamesat moment mu played snackswe time yesterdayat
60338,535,24h,I WAS GONE WITH MU FRIENDS YESTERDAY..AT THAT TIME WE BOUGHT A LOT OF SNACKS...WE PLAY A LOT OF GAMES..AT THAT EVENING WE SAW A CHILDRENS.WE WERE VERY CUTE..I ENJOYED THIS MOMENT,I WAS GONE WITH MU FRIENDS YESTERDAY..AT THAT TIME WE BOUGHT A LOT OF SNACKS...WE PLAY A LOT OF GAMES..AT THAT EVENING WE SAW A CHILDRENS.WE WERE VERY CUTE..I ENJOYED THIS MOMENT,True,1,bonding,bonding,82371,bought childrenswe cutei enjoyed evening friend gamesat moment mu played snackswe time yesterdayat
60339,535,24h,I WAS GONE WITH MU FRIENDS YESTERDAY..AT THAT TIME WE BOUGHT A LOT OF SNACKS...WE PLAY A LOT OF GAMES..AT THAT EVENING WE SAW A CHILDRENS.WE WERE VERY CUTE..I ENJOYED THIS MOMENT,I WAS GONE WITH MU FRIENDS YESTERDAY..AT THAT TIME WE BOUGHT A LOT OF SNACKS...WE PLAY A LOT OF GAMES..AT THAT EVENING WE SAW A CHILDRENS.WE WERE VERY CUTE..I ENJOYED THIS MOMENT,True,1,bonding,bonding,83363,bought childrenswe cutei enjoyed evening friend gamesat moment mu played snackswe time yesterdayat
60343,535,24h,enjoy with friends,enjoy with friends,True,1,bonding,bonding,93639,enjoyed friend
60360,3716,24h,it is going to be 70 degrees on sunday,it is going to be 70 degrees on sunday,True,1,nature,nature,26171,degree sunday
60374,935,3m,I received good feedback on an art series that I'm working on,I received good feedback on an art series that I'm working on,True,1,achievement,achievement,49291,art feedback im received series
60376,935,3m,My son is weaned off of his binky & sleeps all night now,My son is weaned off of his binky & sleeps all night now,True,1,affection,affection,60588,binky night sleep son weaned
60399,4240,24h,"This happened this Diwali.
As I entered my native at Night after quite a long journey , crackers were everywhere, everyone busy with lighting crackers, having sweets etc.
But only a Man n Woman, busy with their regular work, woman is busy cleaning the home, man sitting outside quiet. Once I entered that home, She ran to me, Hugging me tight, With tears she Said ""You made my day my son, I never expected you would come "". Yes, She was my grand ma, Looking at her eyes , I said "" I am there for you ma, Don't worry "". I wiped off the tears and fed sweets which I brought to both of them with my hand. While going I had brought some Fruits, Sweets and Juice for them . Along with them I had also purchased a cell phone, which is capable of playing songs and videos along with memory card . I had downloaded few  Hari Kathe ( Kannada mythological stories ) and old Songs ( My grand pa loves Hari Kathe so much ). I showed them how to play them also. I set my number to speed dial. We had food together with conversation about many things including my marriage. They had a big smile on their face. At that moment I have experienced "" True Happiness "". I just realise how to spread happiness . Even I am having billions also, I am sure I can't feel that Happiness. Why they were sorry is not needed now, but they were in deep sad.","This happened this Diwali.
As I entered my native at Night after quite a long journey , crackers were everywhere, everyone busy with lighting crackers, having sweets etc.
But only a Man n Woman, busy with their regular work, woman is busy cleaning the home, man sitting outside quiet. Once I entered that home, She ran to me, Hugging me tight, With tears she Said ""You made my day my son, I never expected you would come "". Yes, She was my grand ma, Looking at her eyes , I said "" I am there for you ma, Don't worry "". I wiped off the tears and fed sweets which I brought to both of them with my hand. While going I had brought some Fruits, Sweets and Juice for them . Along with them I had also purchased a cell phone, which is capable of playing songs and videos along with memory card . I had downloaded few  Hari Kathe ( Kannada mythological stories ) and old Songs ( My grand pa loves Hari Kathe so much ). I showed them how to play them also. I set my number to speed dial. We had food together with conversation about many things including my marriage. They had a big smile on their face. At that moment I have experienced "" True Happiness "". I just realise how to spread happiness . Even I am having billions also, I am sure I can't feel that Happiness. Why they were sorry is not needed now, but they were in deep sad.",True,17,affection,affection,18446,billions brought brought business business business capable card cell cleaned conversation crackers crackers day deep dial diwali dont downloaded entered entered expected experienced eyes fed feel food fruit grand grand hand happened happiness happiness happiness hari hari home home hug including journey juice kannada kathe kathe light love ma ma marriage memories moment mythological native night pa phone played played purchased quiet ran realise regular sad set sitting smile son song song speed spread story sweet sweet sweet tears tears tight true video wiped woman woman worried
60426,1978,24h,My sister and I were in stitches after a miscommunication that led me to believe that she wanted me to fill the rice cooker to the brim with rice.,My sister and I were in stitches after a miscommunication that led me to believe that she wanted me to fill the rice cooker to the brim with rice.,True,1,affection,affection,17471,brim cooker filled led miscommunication rice rice sister stitched
60427,1978,24h,I completed a job application that I had been putting off.,I completed a job application that I had been putting off.,True,1,achievement,achievement,18463,application completed job putting
60535,666,24h,BEFORE I WEEK SO VERY HAPPY MOMENT FOR LIFE . BECAUSE PASSED IN TYPE WRITING EXAM.,BEFORE I WEEK SO VERY HAPPY MOMENT FOR LIFE . BECAUSE PASSED IN TYPE WRITING EXAM.,True,2,achievement,achievement,18526,exam life moment passed type writing
60540,666,24h,WE PLANNED TO GO TO TOUR ON SUMMER VOCATION. MY FATHER SHOWED ME  A BUYING TICKET. I WAS SURPRISED .,WE PLANNED TO GO TO TOUR ON SUMMER VOCATION. MY FATHER SHOWED ME  A BUYING TICKET. I WAS SURPRISED .,True,3,affection,affection,25686,buy father planned summer surprise tickets tour vocation
60543,666,3m,"my dad presented me a new smart phone surprisingly  on my   birthday i was so exited. i cant forget that day in my life, that was my first surprise given by  dad.","my dad presented me a new smart phone surprisingly  on my   birthday i was so exited. i cant forget that day in my life, that was my first surprise given by  dad.",True,2,affection,affection,34254,birthday dad dad day exited forget life phone smart surprise surprise
60547,666,3m,"I felt happy because I had the responsibility for honour her family respects by the unforgettable day which given sorrow to our sorroundings. But now all becomes well. That's why I felt very happy.

","I felt happy because I had the responsibility for honour her family respects by the unforgettable day which given sorrow to our surroundings. But now all becomes well. That's why I felt very happy.

",False,3,enjoy_the_moment,enjoy_the_moment,44676,day family honour respect responsibility sorrow surrounded unforgettable
60548,666,3m,"My uncle lived in Mumbai. When I receive a call from my uncle , i really felt happy to speak to them. Their children's spoke me with their baby voice. Its very nice to hear on that time.","My uncle lived in Mumbai. When I receive a call from my uncle , i really felt happy to speak to them. Their children's spoke me with their baby voice. Its very nice to hear on that time.",True,4,affection,affection,45766,baby called children hear live mumbai nice received speak spoke time uncle uncle voice
60554,666,3m,"When my sister's first child was born,and the nurse show him to me.I can't describe what i felt,but it was unforgettable.birth of my sister's first born and holding him for the first time.","When my sister's first child was born,and the nurse show him to me.I can't describe what i felt,but it was unforgettable.birth of my sister's first born and holding him for the first time.",True,1,affection,affection,67236,born bornand child describe feltbut hold mei nursing sister sister time unforgettablebirth
60559,666,3m,"WE ENJOYED TO GO MERRY GROUND,GIANT WHEELS,DORA DORA,COLUMBUS ETC.. ON GOING THESE MERRY GROUND WE WERE SHOUTING ALOUD AS MUCH AS POSSIBLE THAT MOMENT MADE ME VERY BLISSFUL.","WE ENJOYED TO GO MERRY GROUND,GIANT WHEELS,DORA DORA,COLUMBUS ETC.. ON GOING THESE MERRY GROUND WE WERE SHOUTING ALOUD AS MUCH AS POSSIBLE THAT MOMENT MADE ME VERY BLISSFUL.",True,1,enjoy_the_moment,enjoy_the_moment,72096,aloud blissful doracolumbus enjoyed ground groundgiant merry merry moment shouted wheelsdora
60564,666,3m,"On reaching my home on that day, My relatives talk to me and they blessed my brother. They were very proud of my brother. On that time, i felt so blissfull. 
","On reaching my home on that day, My relatives talk to me and they blessed my brother. They were very proud of my brother. On that time, i felt so blissful. 
",False,3,affection,affection,76563,blessed blissful brother brother day home proud reached relatives talked time
60565,666,3m,"I wished my brother on his birthday at 12:00am. Then i gave some surprises to him. I played some song and dedicated to my brother. On that time he felt so happy. On seeing his face on that time , that made me very happy.","I wished my brother on his birthday at 12:00am. Then i gave some surprises to him. I played some song and dedicated to my brother. On that time he felt so happy. On seeing his face on that time , that made me very happy.",True,5,affection,affection,77558,birthday brother brother dedicated played song surprise time time wished
60576,666,24h,MY HAPPIEST MOMENT EVEREYDAD MY MOM SAY BYE TO MED WHEN I GET READY TO GO SOME WHERE.,MY HAPPIEST MOMENT EVERYDAY MY MOM SAY BYE TO MED WHEN I GET READY TO GO SOME WHERE.,False,1,affection,affection,99755,bye everyday meds mom moment ready
60667,538,24h,A close friend of mine is coming to my place after almost 3 years. So excited to see her.,A close friend of mine is coming to my place after almost 3 years. So excited to see her.,True,2,bonding,bonding,20842,close coming excited friend mine
60682,538,3m,when we siblings sit together and chitchat,when we siblings sit together and chitchat,True,1,affection,affection,50112,chitchat siblings sitting
60683,538,3m,My little one just started to crawl on knees this morning.,My little one just started to crawl on knees this morning.,True,1,affection,affection,55286,crawl knee morning started
60692,538,3m,when all the neighbors had get together like a small picnic.,when all the neighbors had get together like a small picnic.,True,1,bonding,bonding,69941,neighbor picnic
60700,538,3m,when i went to my friend's house and had a gala time.,when i went to my friend's house and had a gala time.,True,1,bonding,bonding,80439,friend gala house time
60712,538,24h,"when I spoke to my school friend after a long time, discussing our school days.","when I spoke to my school friend after a long time, discussing our school days.",True,1,bonding,bonding,96035,day discussions friend school school spoke time
60976,2909,24h,In the past 24 hours my daughter learned to finally sit down unassisted and it made me super happy. She sat for a couple of seconds by herself without tipping over.,In the past 24 hours my daughter learned to finally sit down unassisted and it made me super happy. She sat for a couple of seconds by herself without tipping over.,True,2,affection,affection,16691,couple daughter finally hours learned sat sitting super tip unassisted
60982,2909,24h,I just found out I got the job I wanted!,I just found out I got the job I wanted!,True,1,achievement,achievement,24861,found job
61035,2529,3m,New Year's Eve was a great day. We celebrated it as a new day a new beginning. We will get to celebrate my cousin's birthday party it was a great day watching the ball drop.,New Year's Eve was a great day. We celebrated it as a new day a new beginning. We will get to celebrate my cousin's birthday party it was a great day watching the ball drop.,True,3,affection,affection,31192,ball beginning birthday celebrated celebrated cousin day day day dropped eve party watched
61245,715,24h,I shared with my father,I shared with my father,True,1,affection,affection,29109,father share
61255,715,3m,play soccer with my friends,play soccer with my friends,True,1,bonding,bonding,49400,friend played soccer
61267,715,3m,My grandmother visited my house,My grandmother visited my house,True,1,affection,affection,71418,grandmother house visit
61275,715,24h,Visit my best friend,Visit my best friend,True,1,bonding,bonding,97967,friend visit
61450,767,24h,I was happy when I came home from work and my girlfriend surprised me with a nice bottle of wine.,I was happy when I came home from work and my girlfriend surprised me with a nice bottle of wine.,True,1,affection,affection,16773,bottle girlfriend home nice surprise wine
61459,767,24h,I was happy when I received a fancy pen that I had ordered,I was happy when I received a fancy pen that I had ordered,True,1,enjoy_the_moment,enjoy_the_moment,25156,fancy pen received
61463,767,3m,I got to spend the weekend alone with my girlfriend.,I got to spend the weekend alone with my girlfriend.,True,1,affection,affection,34873,girlfriend spend weekend
61469,767,3m,I was recognized by my manager for a good job on a call this morning.,I was recognized by my manager for a good job on a call this morning.,True,1,achievement,achievement,48096,called job managed morning recognized
61470,767,3m,I booked a vacation with my girlfriend.,I booked a vacation with my girlfriend.,True,1,affection,affection,50085,book girlfriend vacation
61479,767,3m,I got a third round interview at my dream company.,I got a third round interview at my dream company.,True,1,achievement,achievement,68455,company dream interview round
61488,767,24h,My friends got dinner with me tonight.,My friends got dinner with me tonight.,True,1,bonding,bonding,89745,dinner friend tonight
61491,1930,24h,I got a win on H1Z1,I got a win on H1Z1,True,1,achievement,achievement,18761,hz win
61516,8590,24h,"I helped my parents out at their office. 
","I helped my parents out at their office. 
",True,1,affection,affection,16779,helped office parents
61653,1049,24h,Getting to eat a lot of food after work for my dinner.,Getting to eat a lot of food after work for my dinner.,True,1,enjoy_the_moment,enjoy_the_moment,18821,dinner eat food
61672,1049,24h,I got to finish the rest of my sandwich from yesterday and some kiwi.,I got to finish the rest of my sandwich from yesterday and some kiwi.,True,1,leisure,leisure,88643,finished kiwi rest sandwich
61772,10686,24h,I was happy when my friends got home,I was happy when my friends got home,True,1,bonding,bonding,18887,friend home
61826,7410,24h,The first event that made me happy today was beating my roommate in a video game by a large margin and we had a lot of fun laughing.,The first event that made me happy today was beating my roommate in a video game by a large margin and we had a lot of fun laughing.,True,1,leisure,leisure,18925,beat event fun game laugh margin roommate video
61911,5266,24h,MY HAPPIEST MOMENT EVERYDAY MY MOM SAY BYE TO ME WHEN I GET READY TO GO SOMEWHERE,MY HAPPIEST MOMENT EVERYDAY MY MOM SAY BYE TO ME WHEN I GET READY TO GO SOMEWHERE,True,1,affection,affection,99721,bye everyday mom moment ready
61912,5266,24h,"MY UNCLE IS WORKING ABROAD. WHEN HE IS HERE, ITS THE QUALITY TIME THAT ARE PRECIOUS TO ME.","MY UNCLE IS WORKING ABROAD. WHEN HE IS HERE, ITS THE QUALITY TIME THAT ARE PRECIOUS TO ME.",True,2,affection,affection,100215,abroad precious quality time uncle
62032,773,24h,"When I am getting ready to go to my office, my parents send off with cute smile and say ""Have a nice day and Take care"".","When I am getting ready to go to my office, my parents send off with cute smile and say ""Have a nice day and Take care"".",True,1,affection,affection,19824,care cute day nice office parents ready send smile
62035,773,24h,We planned to go to tour on summer vocation. My father showed me a buying tickets. I was surprised.,We planned to go to tour on summer vocation. My father showed me a buying tickets. I was surprised.,True,3,affection,affection,25690,buy father planned summer surprise tickets tour vocation
62040,773,3m,"When I am young. I want to be everything. The status of hob becomes an issue and expectations rise. Evidently I have no idea what I want to do or be in the future, which will totally satisfy my needs, enjoyment and my parents' expectations.
","When I am young. I want to be everything. The status of hob becomes an issue and expectations rise. Evidently I have no idea what I want to do or be in the future, which will totally satisfy my needs, enjoyment and my parents' expectations.
",True,4,affection,affection,40707,enjoyed evidently expected expected future hob idea issues parents rise satisfying status totally
62043,773,3m,YESTERDAY I WENT TO THE FILM WITH MY WIFE. THAT TIME I FEEL VERY HAPPY.,YESTERDAY I WENT TO THE FILM WITH MY WIFE. THAT TIME I FEEL VERY HAPPY.,True,2,affection,affection,45799,feel film time wife
62048,773,3m,Laughing so hard when telling a story I can barely make it to the end. When I`ve finished a really good book and I just put it down on my lap and stare in to space for a couple minutes because I need to collect my self and return to reality.,Laughing so hard when telling a story I can barely make it to the end. When I`ve finished a really good book and I just put it down on my lap and stare in to space for a couple minutes because I need to collect my self and return to reality.,True,2,enjoy_the_moment,enjoy_the_moment,54140,barely book collect couple finished hard ive lap laugh minutes reality return space stare story telling
62053,773,3m,When i share a heart felt moment of joy and laughter with my family and friends.,When i share a heart felt moment of joy and laughter with my family and friends.,True,1,affection,affection,73965,family friend heart joy laughter moment share
62054,773,3m,"When somebody compliments me sincerely on my work, I felt proud and successful.","When somebody compliments me sincerely on my work, I felt proud and successful.",True,1,achievement,achievement,74959,complimented proud sincerely successfully
62056,773,3m,"On reaching my home on that day, My relatives talk to me and they blessed my brother. They were very proud of my brother. On that time, i felt so blissfull. 
","On reaching my home on that day, My relatives talk to me and they blessed my brother. They were very proud of my brother. On that time, i felt so blissful. 
",False,3,affection,affection,76585,blessed blissful brother brother day home proud reached relatives talked time
62057,773,3m,"I wished my brother on his birthday at 12:00am. Then i gave some surprises to him. I played some song and dedicated to my brother. On that time he felt so happy. On seeing his face on that time , that made me very happy.","I wished my brother on his birthday at 12:00am. Then i gave some surprises to him. I played some song and dedicated to my brother. On that time he felt so happy. On seeing his face on that time , that made me very happy.",True,5,affection,affection,77580,birthday brother brother dedicated played song surprise time time wished
62060,773,24h,"Trying hard to find the find the mobile when it in non-vibrating silent mode, I searching the phone all round in my house, but I kept in my pocket. At that time, all the members of my family looked me and started to laugh.","Trying hard to find the find the mobile when it in non-vibrating silent mode, I searching the phone all round in my house, but I kept in my pocket. At that time, all the members of my family looked me and started to laugh.",True,2,affection,affection,87108,family hard house laugh looked mobile mode nonvibrating phone pocket round searching silent started time
62062,773,24h,"When i got the ticket to visit live cricket match at Bangalore. On that time, I met cheer girls and i enjoyed their dance. I had a fun a lot on that day.","When i got the ticket to visit live cricket match at Bangalore. On that time, I met cheer girls and i enjoyed their dance. I had a fun a lot on that day.",True,3,enjoy_the_moment,enjoy_the_moment,91266,bangalore cheer cricket dance day enjoyed fun girl live match met tickets time visit
62068,773,24h,My happiest moment everyday my mom say bye to me when i get ready to go somewhere.,My happiest moment everyday my mom say bye to me when i get ready to go somewhere.,True,1,affection,affection,99724,bye everyday mom moment ready
62130,3326,3m,The first thing that came to my mind was my entering to the university.I `ve been waiting the results for about 2 weeks. And was very happy,The first thing that came to my mind was my entering to the university.I `ve been waiting the results for about 2 weeks. And was very happy,True,2,achievement,achievement,47140,entered mind results universityi ve waiting weeks
62131,3326,3m,the event make me happy is summer vacation.,the event make me happy is summer vacation.,True,1,enjoy_the_moment,enjoy_the_moment,49128,event summer vacation
62233,722,24h,I finished a project at work.,I finished a project at work.,True,1,achievement,achievement,19897,finished project
62247,722,3m,I went to a wine and painting night with my girlfriend.,I went to a wine and painting night with my girlfriend.,True,1,affection,affection,52119,girlfriend night painting wine
62256,722,3m,I took a fun trip to Portland with my friends.,I took a fun trip to Portland with my friends.,True,1,bonding,bonding,66522,friend fun portland trip
62258,722,3m,I got a new coffee machine.,I got a new coffee machine.,True,1,achievement,achievement,68504,coffee machine
62264,722,3m,I finished paying off one of my student loans.,I finished paying off one of my student loans.,True,1,achievement,achievement,77428,finished loan pay students
62267,722,3m,I started renovating my house.,I started renovating my house.,True,1,achievement,achievement,80800,house renovated started
62270,722,24h,I resolved an issue with my bank where money had gone missing.,I resolved an issue with my bank where money had gone missing.,True,1,achievement,achievement,86186,bank issues missed money resolved
62272,722,24h,I planned a nice date for my girlfriend.,I planned a nice date for my girlfriend.,True,1,affection,affection,94830,date girlfriend nice planned
62300,490,24h,GOING TO TEMPLE WITH MY FAMILY,GOING TO TEMPLE WITH MY FAMILY,True,1,affection,affection,19930,family temple
62314,490,3m,ENJOY WITH FAMILY,ENJOY WITH FAMILY,True,1,affection,affection,45871,enjoyed family
62317,490,3m,i passed publix examination first class so i am very happy,i passed publix examination first class so i am very happy,True,1,achievement,achievement,52313,class examination passed publix
62318,490,3m,i passed publix examination first class so i am very happy,i passed publix examination first class so i am very happy,True,1,achievement,achievement,53309,class examination passed publix
62319,490,3m,i passed publix examination first class so i am very happy,i passed publix examination first class so i am very happy,True,1,achievement,achievement,54302,class examination passed publix
62332,490,3m,I PASSED PUBLIC EXAMINATION,I PASSED PUBLIC EXAMINATION,True,1,achievement,achievement,69943,examination passed public
62333,490,3m,I PASSED PUBLIC EXAMINATION,I PASSED PUBLIC EXAMINATION,True,1,achievement,achievement,70935,examination passed public
62334,490,3m,I PASSED PUBLIC EXAMINATION,I PASSED PUBLIC EXAMINATION,True,1,achievement,achievement,71926,examination passed public
62342,490,24h,GOING TO TEMPLE WITH FAMILY,GOING TO TEMPLE WITH FAMILY,True,1,affection,affection,88079,family temple
